barcode01_concatenated_racon-11430-8,d__Bacteria;,98.631,1461,10,5,0.0,2532,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__uncultured_bacterium
barcode03_concatenated_racon-52-42,d__Bacteria;,95.864,1088,42,3,0.0,1749,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_bellii
barcode03_concatenated_racon-52-42,d__Bacteria;,95.868,1089,41,4,0.0,1747,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__uncultured_bacterium
barcode03_concatenated_racon-52-42,d__Bacteria;,95.864,1088,41,4,0.0,1746,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_honei
barcode03_concatenated_racon-52-42,d__Bacteria;,95.864,1088,41,4,0.0,1746,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_sp.
barcode03_concatenated_racon-53-51,d__Bacteria;,99.078,976,7,2,0.0,1713,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__uncultured_bacterium
barcode03_concatenated_racon-53-51,d__Bacteria;,99.078,976,7,2,0.0,1713,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_limoniae
barcode03_concatenated_racon-53-51,d__Bacteria;,98.668,976,11,2,0.0,1695,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsiaceae; s__uncultured_Rickettsia
barcode03_concatenated_racon-53-51,d__Bacteria;,97.848,976,19,2,0.0,1659,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__metagenome
barcode03_concatenated_racon-53-51,d__Bacteria;,97.746,976,20,2,0.0,1654,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Candidatus_Trichorickettsia; s__Candidatus_Trichorickettsia
barcode03_concatenated_racon-53-51,d__Bacteria;,98.339,963,8,4,0.0,1654,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_endosymbiont
barcode03_concatenated_racon-53-51,d__Bacteria;,97.541,976,22,2,0.0,1645,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_bellii
barcode03_concatenated_racon-53-51,d__Bacteria;,97.541,976,22,2,0.0,1645,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_bellii
barcode03_concatenated_racon-53-51,d__Bacteria;,97.439,976,23,2,0.0,1641,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_felis
barcode03_concatenated_racon-53-51,d__Bacteria;,97.439,976,23,2,0.0,1641,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_bellii
barcode03_concatenated_racon-53-51,d__Bacteria;,97.439,976,23,2,0.0,1641,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_felis
barcode03_concatenated_racon-53-51,d__Bacteria;,98.119,957,16,2,0.0,1639,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_endosymbiont
barcode03_concatenated_racon-53-51,d__Bacteria;,98.119,957,16,2,0.0,1638,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Candidatus_Trichorickettsia; s__Candidatus_Trichorickettsia
barcode03_concatenated_racon-53-51,d__Bacteria;,97.336,976,24,2,0.0,1636,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_australis
barcode03_concatenated_racon-53-51,d__Bacteria;,97.336,976,24,2,0.0,1636,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_slovaca
barcode03_concatenated_racon-53-51,d__Bacteria;,97.619,966,21,2,0.0,1632,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_bellii
barcode03_concatenated_racon-53-51,d__Bacteria;,97.234,976,25,2,0.0,1632,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__uncultured_Rickettsia
barcode03_concatenated_racon-53-51,d__Bacteria;,97.234,976,25,2,0.0,1632,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_hoogstraalii
barcode03_concatenated_racon-53-51,d__Bacteria;,97.234,976,25,2,0.0,1632,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_bellii
barcode03_concatenated_racon-53-51,d__Bacteria;,97.234,976,25,2,0.0,1632,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_raoultii
barcode03_concatenated_racon-53-51,d__Bacteria;,97.234,976,25,2,0.0,1632,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_massiliae
barcode03_concatenated_racon-53-51,d__Bacteria;,97.234,976,25,2,0.0,1632,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_heilongjiangensis
barcode03_concatenated_racon-53-51,d__Bacteria;,97.234,976,25,2,0.0,1632,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_peacockii
barcode03_concatenated_racon-54-94,d__Bacteria;,99.180,1464,10,1,0.0,2584,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__uncultured_bacterium
barcode03_concatenated_racon-54-94,d__Bacteria;,99.100,1444,11,1,0.0,2544,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_limoniae
barcode03_concatenated_racon-54-94,d__Bacteria;,98.673,1432,10,4,0.0,2488,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_endosymbiont
barcode03_concatenated_racon-54-94,d__Bacteria;,98.597,1426,17,2,0.0,2477,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_endosymbiont
barcode03_concatenated_racon-54-94,d__Bacteria;,97.404,1464,34,3,0.0,2460,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsiaceae; s__uncultured_Rickettsia
barcode03_concatenated_racon-54-94,d__Bacteria;,98.833,1371,14,1,0.0,2398,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__uncultured_Rickettsiaceae
barcode03_concatenated_racon-54-94,d__Bacteria;,96.175,1464,50,5,0.0,2371,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_bellii
barcode03_concatenated_racon-54-94,d__Bacteria;,96.175,1464,50,5,0.0,2371,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__uncultured_bacterium
barcode03_concatenated_racon-54-94,d__Bacteria;,96.175,1464,50,5,0.0,2371,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_bellii
barcode03_concatenated_racon-54-94,d__Bacteria;,95.907,1466,56,2,0.0,2369,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__uncultured_Rickettsia
barcode03_concatenated_racon-54-94,d__Bacteria;,96.107,1464,51,5,0.0,2367,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_bellii
barcode03_concatenated_racon-54-94,d__Bacteria;,96.038,1464,52,5,0.0,2362,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_canadensis
barcode03_concatenated_racon-54-94,d__Bacteria;,96.038,1464,52,5,0.0,2362,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_massiliae
barcode03_concatenated_racon-54-94,d__Bacteria;,96.038,1464,52,5,0.0,2362,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_canadensis
barcode03_concatenated_racon-54-94,d__Bacteria;,96.038,1464,52,5,0.0,2362,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_slovaca
barcode03_concatenated_racon-54-94,d__Bacteria;,95.970,1464,54,4,0.0,2361,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_bellii
barcode03_concatenated_racon-54-94,d__Bacteria;,95.970,1464,53,5,0.0,2358,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_raoultii
barcode03_concatenated_racon-54-94,d__Bacteria;,95.970,1464,53,5,0.0,2358,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_massiliae
barcode03_concatenated_racon-54-94,d__Bacteria;,95.970,1464,53,5,0.0,2358,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_peacockii
barcode03_concatenated_racon-54-94,d__Bacteria;,95.833,1464,57,3,0.0,2356,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_sibirica
barcode03_concatenated_racon-54-94,d__Bacteria;,95.902,1464,54,5,0.0,2353,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_rickettsii
barcode03_concatenated_racon-54-94,d__Bacteria;,95.902,1464,54,5,0.0,2353,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_honei
barcode03_concatenated_racon-54-94,d__Bacteria;,95.902,1464,54,5,0.0,2353,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_heilongjiangensis
barcode03_concatenated_racon-67-29,d__Bacteria;,99.317,1464,10,0,0.0,2596,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__uncultured_bacterium
barcode03_concatenated_racon-67-29,d__Bacteria;,99.307,1444,10,0,0.0,2560,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_limoniae
barcode03_concatenated_racon-67-29,d__Bacteria;,98.883,1432,9,3,0.0,2504,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_endosymbiont
barcode03_concatenated_racon-67-29,d__Bacteria;,98.808,1426,16,1,0.0,2493,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_endosymbiont
barcode03_concatenated_racon-67-29,d__Bacteria;,97.541,1464,34,2,0.0,2471,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsiaceae; s__uncultured_Rickettsia
barcode03_concatenated_racon-67-29,d__Bacteria;,99.052,1371,13,0,0.0,2415,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__uncultured_Rickettsiaceae
barcode03_concatenated_racon-67-29,d__Bacteria;,96.448,1464,48,4,0.0,2392,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_bellii
barcode03_concatenated_racon-67-29,d__Bacteria;,96.448,1464,48,4,0.0,2392,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__uncultured_bacterium
barcode03_concatenated_racon-67-29,d__Bacteria;,96.448,1464,48,4,0.0,2392,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_bellii
barcode03_concatenated_racon-67-29,d__Bacteria;,96.180,1466,54,1,0.0,2389,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__uncultured_Rickettsia
barcode03_concatenated_racon-67-29,d__Bacteria;,96.380,1464,49,4,0.0,2388,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_bellii
barcode03_concatenated_racon-67-29,d__Bacteria;,96.311,1464,50,4,0.0,2383,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_canadensis
barcode03_concatenated_racon-67-29,d__Bacteria;,96.311,1464,50,4,0.0,2383,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_massiliae
barcode03_concatenated_racon-67-29,d__Bacteria;,96.311,1464,50,4,0.0,2383,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_canadensis
barcode03_concatenated_racon-67-29,d__Bacteria;,96.311,1464,50,4,0.0,2383,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_slovaca
barcode03_concatenated_racon-67-29,d__Bacteria;,96.243,1464,52,3,0.0,2382,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_bellii
barcode03_concatenated_racon-67-29,d__Bacteria;,96.243,1464,51,4,0.0,2379,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_raoultii
barcode03_concatenated_racon-67-29,d__Bacteria;,96.243,1464,51,4,0.0,2379,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_massiliae
barcode03_concatenated_racon-67-29,d__Bacteria;,96.243,1464,51,4,0.0,2379,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_peacockii
barcode03_concatenated_racon-67-29,d__Bacteria;,96.107,1464,55,2,0.0,2377,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_sibirica
barcode03_concatenated_racon-67-29,d__Bacteria;,96.175,1464,52,4,0.0,2374,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_rickettsii
barcode03_concatenated_racon-67-29,d__Bacteria;,96.175,1464,52,4,0.0,2374,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_honei
barcode03_concatenated_racon-67-29,d__Bacteria;,96.175,1464,52,4,0.0,2374,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_heilongjiangensis
barcode03_concatenated_racon-72-43,d__Bacteria;,89.044,1506,120,10,0.0,1968,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__uncultured_bacterium
barcode03_concatenated_racon-72-43,d__Bacteria;,88.970,1505,121,9,0.0,1966,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsiaceae; s__uncultured_Rickettsia
barcode03_concatenated_racon-72-43,d__Bacteria;,88.830,1504,123,7,0.0,1965,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_japonica
barcode03_concatenated_racon-72-43,d__Bacteria;,88.830,1504,123,8,0.0,1960,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_bellii
barcode03_concatenated_racon-72-43,d__Bacteria;,88.830,1504,123,8,0.0,1960,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_bellii
barcode03_concatenated_racon-72-43,d__Bacteria;,88.756,1503,126,7,0.0,1957,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_conorii
barcode03_concatenated_racon-72-43,d__Bacteria;,88.697,1504,125,7,0.0,1956,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_heilongjiangensis
barcode03_concatenated_racon-72-43,d__Bacteria;,88.763,1504,124,8,0.0,1956,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_bellii
barcode03_concatenated_racon-72-43,d__Bacteria;,88.763,1504,124,8,0.0,1956,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_felis
barcode03_concatenated_racon-72-43,d__Bacteria;,88.697,1504,125,7,0.0,1956,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_heilongjiangensis
barcode03_concatenated_racon-72-43,d__Bacteria;,88.763,1504,124,8,0.0,1956,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_slovaca
barcode03_concatenated_racon-72-43,d__Bacteria;,88.689,1503,127,7,0.0,1952,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_canadensis
barcode03_concatenated_racon-72-43,d__Bacteria;,93.942,1271,50,4,0.0,1952,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_limoniae
barcode03_concatenated_racon-72-43,d__Bacteria;,84.615,39,6,0,0.035,44.6,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_limoniae
barcode03_concatenated_racon-72-43,d__Bacteria;,88.697,1504,125,8,0.0,1951,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_raoultii
barcode03_concatenated_racon-72-43,d__Bacteria;,88.697,1504,125,8,0.0,1951,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_massiliae
barcode03_concatenated_racon-72-43,d__Bacteria;,88.697,1504,125,8,0.0,1951,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_peacockii
barcode03_concatenated_racon-72-43,d__Bacteria;,88.630,1504,126,7,0.0,1951,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_japonica
barcode03_concatenated_racon-72-43,d__Bacteria;,88.630,1504,126,7,0.0,1951,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_japonica
barcode03_concatenated_racon-72-43,d__Bacteria;,88.697,1504,125,8,0.0,1951,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_rhipicephali
barcode03_concatenated_racon-72-43,d__Bacteria;,88.630,1504,126,7,0.0,1951,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_japonica
barcode03_concatenated_racon-72-43,d__Bacteria;,88.807,1501,123,9,0.0,1950,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_hoogstraalii
barcode03_concatenated_racon-72-43,d__Bacteria;,88.638,1505,126,8,0.0,1948,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_sibirica
barcode03_concatenated_racon-72-43,d__Bacteria;,88.623,1503,128,7,0.0,1948,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_canadensis
barcode03_concatenated_racon-791-109,d__Bacteria;,99.112,1464,9,2,0.0,2577,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__uncultured_bacterium
barcode03_concatenated_racon-791-109,d__Bacteria;,99.030,1444,10,2,0.0,2536,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_limoniae
barcode03_concatenated_racon-791-109,d__Bacteria;,98.603,1432,9,4,0.0,2485,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_endosymbiont
barcode03_concatenated_racon-791-109,d__Bacteria;,98.527,1426,16,3,0.0,2470,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_endosymbiont
barcode03_concatenated_racon-791-109,d__Bacteria;,97.336,1464,33,4,0.0,2452,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsiaceae; s__uncultured_Rickettsia
barcode03_concatenated_racon-791-109,d__Bacteria;,98.760,1371,13,2,0.0,2391,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__uncultured_Rickettsiaceae
